Source,Target
拘挛,指纹红
拘挛,昏迷
拘挛,指纹达气关
拘挛,指纹紫
抽搐,中暑
抽搐,指纹红
抽搐,指纹达气关
抽搐,指纹紫
中暑,指纹红
中暑,昏迷
中暑,指纹达气关
中暑,指纹紫
中暑,恶寒
中暑,肢体痛
指纹红,昏迷
指纹红,指纹达气关
指纹红,指纹紫
昏迷,指纹达气关
昏迷,指纹紫
指纹达气关,指纹紫
指纹达气关,恶寒
指纹达气关,肢体痛
指纹紫,肢体痛
汗出,手舞足蹈
汗出,饮冷
指纹暗,手舞足蹈
指纹暗,饮冷
口渴,手舞足蹈
手舞足蹈,指纹紫
手舞足蹈,发热
手舞足蹈,饮冷
指纹紫,饮冷
手足多汗,腹痛
手足多汗,汗出
手足多汗,指纹暗
手足多汗,指纹紫
手足多汗,发热
手足多汗,便秘
手足多汗,腹胀
不喜饮,皮疹
不喜饮,指纹暗
不喜饮,谵语
不寐,指纹暗
皮疹,指纹暗
皮疹,指纹紫
指纹暗,谵语
谵语,指纹紫
大便失禁,痫
大便失禁,面暗
大便失禁,阳痿
大便失禁,智力低下
大便失禁,腰酸
大便失禁,尿失禁
大便失禁,白带量多
大便失禁,口流清涎
大便失禁,视物模糊
大便失禁,意识障碍
大便失禁,不寐
大便失禁,早泄
大便失禁,视力受损
大便失禁,健忘
大便失禁,遗精
大便失禁,抽搐
大便失禁,昏迷
大便失禁,头晕
痫,面暗
痫,阳痿
痫,智力低下
痫,腰酸
痫,尿失禁
痫,白带量多
痫,视物模糊
痫,早泄
痫,视力受损
痫,遗精
面暗,阳痿
面暗,智力低下
面暗,白带量多
面暗,口流清涎
面暗,视物模糊
面暗,不寐
面暗,早泄
面暗,视力受损
面暗,健忘
面暗,遗精
面暗,抽搐
面暗,昏迷
阳痿,智力低下
阳痿,腰酸
阳痿,尿失禁
阳痿,白带量多
阳痿,口流清涎
阳痿,视物模糊
阳痿,意识障碍
阳痿,不寐
阳痿,视力受损
阳痿,健忘
阳痿,遗精
阳痿,抽搐
阳痿,昏迷
阳痿,头晕
智力低下,腰酸
智力低下,尿失禁
智力低下,白带量多
智力低下,口流清涎
智力低下,视物模糊
智力低下,意识障碍
智力低下,不寐
智力低下,早泄
智力低下,视力受损
智力低下,健忘
智力低下,遗精
智力低下,抽搐
智力低下,昏迷
智力低下,头晕
腰酸,口流清涎
腰酸,意识障碍
腰酸,早泄
腰酸,健忘
腰酸,遗精
腰酸,抽搐
腰酸,昏迷
尿失禁,白带量多
尿失禁,口流清涎
尿失禁,视物模糊
尿失禁,意识障碍
尿失禁,不寐
尿失禁,早泄
尿失禁,视力受损
尿失禁,健忘
尿失禁,遗精
尿失禁,抽搐
尿失禁,昏迷
白带量多,口流清涎
白带量多,早泄
白带量多,健忘
白带量多,遗精
白带量多,抽搐
白带量多,昏迷
口流清涎,早泄
口流清涎,遗精
视物模糊,早泄
视物模糊,健忘
视物模糊,遗精
意识障碍,早泄
意识障碍,遗精
不寐,早泄
不寐,遗精
早泄,视力受损
早泄,健忘
早泄,遗精
早泄,抽搐
早泄,昏迷
早泄,头晕
视力受损,健忘
视力受损,遗精
健忘,遗精
健忘,抽搐
遗精,抽搐
遗精,昏迷
遗精,头晕
呕血,指纹暗
呕血,指纹紫
呕血,躁扰
呕血,发狂
呕血,指纹射关透甲
呕血,尿血
指纹暗,昏迷
指纹暗,便血
指纹暗,躁扰
指纹暗,发狂
指纹暗,指纹射关透甲
指纹暗,尿血
指纹暗,意识障碍
皮疹,躁扰
皮疹,指纹射关透甲
皮疹,尿血
昏迷,便血
昏迷,躁扰
昏迷,发狂
昏迷,指纹射关透甲
昏迷,尿血
便血,指纹紫
便血,躁扰
便血,发狂
便血,指纹射关透甲
便血,意识障碍
指纹紫,躁扰
指纹紫,发狂
指纹紫,指纹射关透甲
指纹紫,尿血
躁扰,发热
躁扰,发狂
躁扰,指纹射关透甲
躁扰,尿血
躁扰,意识障碍
发热,指纹射关透甲
发狂,指纹射关透甲
发狂,尿血
发狂,意识障碍
指纹射关透甲,尿血
指纹射关透甲,意识障碍
尿血,意识障碍
指纹红,咳痰
恶心,指纹隐伏
恶心,无汗
恶心,头重
不喜饮,指纹隐伏
不喜饮,尿少
不喜饮,头重
不喜饮,便溏
指纹隐伏,尿少
指纹隐伏,口渴
指纹隐伏,无汗
指纹隐伏,头重
指纹隐伏,乏力
指纹隐伏,发热
指纹隐伏,纳差
指纹隐伏,便溏
尿少,无汗
尿少,头重
口渴,头重
无汗,头重
无汗,纳差
无汗,便溏
头重,乏力
头重,发热
头重,纳差
头重,便溏
恶心,不寐
不寐,大便臭
嗳气,便秘
嗳气,便溏
恶心,腹部肿块
恶心,易饥
恶心,消瘦
恶心,指纹浮
恶心,发枯
恶心,少言
腹部肿块,易饥
腹部肿块,消瘦
腹部肿块,指纹浮
腹部肿块,呕吐
腹部肿块,发枯
腹部肿块,发热
腹部肿块,便秘
腹部肿块,腹胀
腹部肿块,便溏
腹部肿块,少言
腹部肿块,意识障碍
腹部肿块,精神恍惚
腹部肿块,嗜睡
易饥,消瘦
易饥,指纹浮
易饥,呕吐
易饥,发枯
易饥,发热
易饥,腹胀
易饥,便溏
易饥,少言
易饥,意识障碍
易饥,精神恍惚
易饥,嗜睡
消瘦,指纹浮
消瘦,呕吐
消瘦,便秘
消瘦,意识障碍
消瘦,嗜睡
指纹浮,发枯
指纹浮,便秘
指纹浮,少言
指纹浮,精神恍惚
呕吐,发枯
呕吐,少言
呕吐,精神恍惚
发枯,便秘
发枯,腹胀
发枯,便溏
发枯,少言
发枯,意识障碍
发枯,精神恍惚
发枯,嗜睡
发热,少言
便秘,少言
便秘,嗜睡
便溏,精神恍惚
少言,嗜睡
精神恍惚,嗜睡
呼吸困难,少气
呼吸困难,指纹红
呼吸困难,指纹浮
呼吸困难,少言
呼吸困难,面白
汗出,少气
汗出,少言
少气,自汗
少气,指纹红
少气,指纹浮
少气,呼吸急促
少气,发热
自汗,指纹红
自汗,纳差
自汗,面黄
自汗,少言
自汗,面白
指纹红,呼吸急促
指纹红,少言
指纹浮,呼吸急促
指纹浮,面黄
饮少,便秘
饮少,盗汗
指纹暗,厌食
指纹暗,盗汗
指纹暗,嗜卧
指纹暗,皮毛憔悴
指纹暗,尿浑浊
指纹淡,厌食
指纹淡,嗜卧
指纹淡,尿黄
指纹淡,便秘
指纹淡,皮毛憔悴
指纹淡,不寐
指纹淡,腹胀
指纹淡,面赤
指纹淡,尿浑浊
乏力,皮毛憔悴
乏力,手足发热
乏力,尿浑浊
厌食,盗汗
厌食,嗜卧
厌食,烦躁
厌食,尿黄
厌食,便秘
厌食,皮毛憔悴
厌食,情绪不稳
厌食,手足发热
厌食,汗出
厌食,不寐
厌食,腹胀
厌食,面赤
盗汗,便溏
盗汗,嗜卧
盗汗,皮毛憔悴
盗汗,腹胀
盗汗,尿浑浊
便溏,皮毛憔悴
便溏,手足发热
便溏,面赤
嗜卧,烦躁
嗜卧,发热
嗜卧,便秘
嗜卧,皮毛憔悴
嗜卧,情绪不稳
嗜卧,手足发热
嗜卧,汗出
嗜卧,不寐
嗜卧,消瘦
嗜卧,面赤
嗜卧,面黄
嗜卧,尿浑浊
烦躁,皮毛憔悴
尿黄,皮毛憔悴
尿黄,消瘦
发热,皮毛憔悴
便秘,皮毛憔悴
皮毛憔悴,情绪不稳
皮毛憔悴,手足发热
皮毛憔悴,汗出
皮毛憔悴,不寐
皮毛憔悴,腹胀
皮毛憔悴,消瘦
皮毛憔悴,面赤
皮毛憔悴,面黄
皮毛憔悴,尿浑浊
手足发热,腹胀
手足发热,面黄
手足发热,尿浑浊
不寐,尿浑浊
腹胀,尿浑浊
消瘦,尿浑浊
面赤,面黄
面赤,尿浑浊
耳鸣,消瘦
乏力,咳嗽
乏力,咳痰
盗汗,咳痰
盗汗,尿频
视物模糊,手足发热
视物模糊,咳嗽
视物模糊,咳痰
视物模糊,尿频
手足发热,咳嗽
手足发热,咳痰
手足发热,视力受损
汗出,尿频
咳嗽,视力受损
咳嗽,消瘦
咳嗽,尿频
咳痰,视力受损
咳痰,消瘦
咳痰,尿频
视力受损,尿频
情绪不稳,唇燥
情绪不稳,尿清
情绪不稳,皮肤干燥
情绪不稳,皮肤发热
唇色红,欲饮
唇色红,唇燥
唇色红,尿频
唇色红,尿清
唇色红,皮肤干燥
唇色红,皮肤发热
烦躁,唇燥
烦躁,尿清
烦躁,皮肤干燥
烦躁,皮肤发热
欲饮,尿清
欲饮,皮肤干燥
欲饮,皮肤发热
口渴,尿清
口渴,皮肤发热
唇燥,尿黄
唇燥,尿频
唇燥,发热
唇燥,尿清
唇燥,皮肤干燥
唇燥,皮肤发热
尿黄,尿清
尿黄,皮肤干燥
尿黄,皮肤发热
尿频,尿清
尿频,皮肤发热
发热,皮肤干燥
发热,皮肤发热
尿清,皮肤干燥
尿清,皮肤发热
皮肤干燥,皮肤发热
声低,易惊
声低,胆怯
不寐,胆怯
易惊,胆怯
易惊,呼吸急促
胆怯,呼吸急促
胆怯,乏力
情绪不稳,下肢冷
情绪不稳,多饮
烦躁,下肢冷
烦躁,多饮
口渴,下肢冷
下肢冷,多饮
下肢冷,乏力
下肢冷,发热
下肢冷,纳差
下肢冷,尿清
下肢冷,便溏
下肢冷,面白
多饮,尿清
多饮,便溏
多饮,面白
吞咽不利,咽痛
吞咽不利,咽异物感
吞咽不利,头痛
吞咽不利,恶寒
吞咽不利,发热
吞咽不利,咽肿
咽痛,咽异物感
咽痛,咽肿
咽异物感,头痛
咽异物感,恶寒
咽异物感,发热
咽异物感,咽肿
头痛,咽肿
恶寒,咽肿
发热,咽肿
吞咽不利,情绪不稳
吞咽不利,烦躁
吞咽不利,口渴
吞咽不利,乳蛾
吞咽不利,多饮
吞咽不利,尿黄
吞咽不利,便秘
吞咽不利,口臭
情绪不稳,咽痛
情绪不稳,乳蛾
情绪不稳,咽肿
咽痛,烦躁
咽痛,乳蛾
咽痛,多饮
咽痛,口臭
烦躁,乳蛾
烦躁,咽肿
口渴,乳蛾
口渴,咽肿
乳蛾,多饮
乳蛾,尿黄
乳蛾,发热
乳蛾,便秘
乳蛾,咽肿
乳蛾,口臭
多饮,咽肿
多饮,口臭
尿黄,咽肿
便秘,咽肿
咽肿,口臭
吞咽不利,咽干
咽干,乳蛾
咽干,咽肿
吞咽不利,咳嗽
吞咽不利,鼻塞
吞咽不利,流鼻涕
吞咽不利,声哑
吞咽不利,声带充血
咽痛,声带充血
咳嗽,声带充血
咳嗽,咽肿
鼻塞,声带充血
鼻塞,咽肿
流鼻涕,声带充血
流鼻涕,咽肿
头痛,声哑
头痛,声带充血
发热,声带充血
声哑,声带充血
声哑,咽肿
声带充血,咽肿
吞咽不利,头昏沉
吞咽不利,不喜饮
吞咽不利,声音不扬
吞咽不利,声带浮肿
吞咽不利,咳痰
吞咽不利,无汗
吞咽不利,乏力
吞咽不利,咽痒
头昏沉,声音不扬
头昏沉,咽痛
头昏沉,声带浮肿
头昏沉,鼻塞
头昏沉,咳痰
头昏沉,咳嗽
头昏沉,流鼻涕
头昏沉,声哑
头昏沉,咽痒
头昏沉,声带充血
头昏沉,咽肿
不喜饮,声音不扬
不喜饮,咽痛
不喜饮,声带浮肿
不喜饮,声哑
不喜饮,咽痒
不喜饮,声带充血
不喜饮,咽肿
声音不扬,咽痛
声音不扬,声带浮肿
声音不扬,咳痰
声音不扬,无汗
声音不扬,乏力
声音不扬,咽痒
声音不扬,声带充血
声音不扬,咽肿
咽痛,声带浮肿
咽痛,无汗
咽痛,乏力
咽痛,咽痒
声带浮肿,鼻塞
声带浮肿,咳痰
声带浮肿,咳嗽
声带浮肿,流鼻涕
声带浮肿,无汗
声带浮肿,恶寒
声带浮肿,乏力
声带浮肿,发热
声带浮肿,声哑
声带浮肿,咽痒
声带浮肿,声带充血
声带浮肿,咽肿
鼻塞,乏力
咳痰,声带充血
咳痰,咽肿
流鼻涕,乏力
无汗,声哑
无汗,声带充血
无汗,咽肿
恶寒,声带充血
乏力,声哑
乏力,咽痒
乏力,声带充血
乏力,咽肿
声哑,咽痒
咽痒,声带充血
咽痒,咽肿
吞咽不利,咽后壁有白瘰赤豆
吞咽不利,声带闭合不良
吞咽不利,欲饮
吞咽不利,气热
便秘,咽后壁有白瘰赤豆
便秘,声带浮肿
便秘,声带闭合不良
便秘,气热
便秘,声带充血
咽后壁有白瘰赤豆,咽痛
咽后壁有白瘰赤豆,咳嗽
咽后壁有白瘰赤豆,声带浮肿
咽后壁有白瘰赤豆,声带闭合不良
咽后壁有白瘰赤豆,咳痰
咽后壁有白瘰赤豆,口渴
咽后壁有白瘰赤豆,欲饮
咽后壁有白瘰赤豆,尿黄
咽后壁有白瘰赤豆,发热
咽后壁有白瘰赤豆,声哑
咽后壁有白瘰赤豆,气热
咽后壁有白瘰赤豆,声带充血
咽痛,声带闭合不良
咽痛,欲饮
咽痛,气热
咳嗽,声带闭合不良
咳嗽,欲饮
咳嗽,气热
声带浮肿,声带闭合不良
声带浮肿,口渴
声带浮肿,欲饮
声带浮肿,尿黄
声带浮肿,气热
声带闭合不良,咳痰
声带闭合不良,口渴
声带闭合不良,欲饮
声带闭合不良,尿黄
声带闭合不良,发热
声带闭合不良,声哑
声带闭合不良,气热
声带闭合不良,声带充血
咳痰,欲饮
咳痰,气热
口渴,气热
口渴,声带充血
欲饮,声哑
欲饮,气热
欲饮,声带充血
尿黄,气热
尿黄,声带充血
发热,气热
声哑,气热
气热,声带充血
咽干,声音不扬
咽干,声低
咽干,声带浮肿
咽干,声带闭合不良
咽干,咽痒
咽干,声带充血
情绪不稳,声音不扬
情绪不稳,声低
情绪不稳,声带浮肿
情绪不稳,声带闭合不良
情绪不稳,声哑
情绪不稳,咽痒
情绪不稳,声带充血
不喜饮,声低
不喜饮,声带闭合不良
不喜饮,呼吸急促
腰酸,声音不扬
腰酸,声低
腰酸,声带浮肿
腰酸,声带闭合不良
腰酸,咽痒
腰酸,声带充血
声音不扬,不寐
声音不扬,声低
声音不扬,声带闭合不良
声音不扬,烦躁
声音不扬,口渴
声音不扬,呼吸急促
不寐,声带浮肿
不寐,声带闭合不良
不寐,声哑
不寐,咽痒
不寐,声带充血
声低,咳嗽
声低,声带浮肿
声低,声带闭合不良
声低,咳痰
声低,烦躁
声低,口渴
声低,声哑
声低,咽痒
声低,声带充血
声带浮肿,烦躁
声带浮肿,呼吸急促
声带闭合不良,烦躁
声带闭合不良,呼吸急促
声带闭合不良,乏力
声带闭合不良,咽痒
烦躁,声哑
烦躁,咽痒
烦躁,声带充血
口渴,咽痒
呼吸急促,咽痒
呼吸急促,声带充血
口疮,尿短
口疮,纳差
口疮,口流清涎
口疮,口腔溃疡
情绪不稳,口腔溃疡
烦躁,口腔溃疡
欲饮,尿短
欲饮,纳差
欲饮,口流清涎
欲饮,口腔溃疡
口渴,口腔溃疡
尿黄,口流清涎
尿黄,口腔溃疡
尿短,口流清涎
尿短,口腔溃疡
尿短,口臭
发热,口流清涎
发热,口腔溃疡
纳差,口腔溃疡
便秘,口腔溃疡
口流清涎,口腔溃疡
口流清涎,口臭
口腔溃疡,口臭
口疮,面赤
口疮,乏力
口疮,不渴
面赤,不渴
乏力,不渴
情绪不稳,爪白
手足发热,爪白
手足发热,易惊
手足发热,面色不荣
爪白,汗出
爪白,不寐
爪白,易惊
爪白,烦躁
爪白,面色不荣
爪白,发热
爪白,盗汗
汗出,易惊
汗出,面色不荣
易惊,盗汗
面色不荣,盗汗
情绪不稳,口腔白斑
口腔白斑,指纹暗
口腔白斑,唇色红
口腔白斑,烦躁
口腔白斑,指纹紫
口腔白斑,尿黄
口腔白斑,面赤
口腔白斑,尿短
口腔白斑,发狂
口腔白斑,便秘
口腔白斑,口流清涎
口腔白斑,啼哭
口腔白斑,口臭
指纹暗,口流清涎
唇色红,发狂
唇色红,口流清涎
指纹紫,口臭
尿黄,发狂
尿短,发狂
发狂,口流清涎
发狂,啼哭
啼哭,口臭
不喜饮,满口雪白
不喜饮,面白
指纹隐伏,指纹红
指纹隐伏,满口雪白
指纹隐伏,面赤
指纹隐伏,面白
指纹红,满口雪白
指纹红,面赤
口渴,满口雪白
满口雪白,面赤
满口雪白,乏力
满口雪白,便溏
满口雪白,面白
面赤,面白
口疮,指纹暗
口疮,唇色红
口疮,牙痛
口疮,多饮
口疮,指纹紫
口疮,大便臭
情绪不稳,大便臭
指纹暗,牙痛
指纹暗,口苦
唇色红,牙痛
唇色红,多饮
唇色红,纳差
唇色红,口苦
唇色红,大便臭
牙痛,多饮
牙痛,指纹紫
牙痛,尿短
牙痛,纳差
牙痛,口流清涎
牙痛,口苦
牙痛,大便臭
烦躁,大便臭
口渴,大便臭
多饮,面赤
多饮,口流清涎
多饮,口苦
多饮,大便臭
指纹紫,口苦
指纹紫,大便臭
尿短,口苦
尿短,大便臭
尿黄,大便臭
面赤,大便臭
口流清涎,大便臭
口苦,大便臭
足冷,指纹红
足冷,消瘦
足冷,唇色白
足冷,大便不调
足冷,尿清
足冷,口流清涎
指纹红,唇色白
指纹红,大便不调
指纹红,口流清涎
消瘦,手冷
消瘦,大便不调
消瘦,尿清
消瘦,口流清涎
手冷,唇色白
手冷,大便不调
手冷,尿清
手冷,口流清涎
唇色白,大便不调
唇色白,尿清
唇色白,口流清涎
大便不调,乏力
大便不调,尿清
大便不调,面黄
大便不调,口流清涎
尿清,口流清涎
面黄,口流清涎
枕骨部筋核肿,目赤
枕骨部筋核肿,皮疹
枕骨部筋核肿,咽痛
枕骨部筋核肿,咳嗽
枕骨部筋核肿,流鼻涕
枕骨部筋核肿,喷嚏
枕骨部筋核肿,指纹紫
枕骨部筋核肿,恶寒
枕骨部筋核肿,耳后筋核
枕骨部筋核肿,发热
枕骨部筋核肿,皮肤瘙痒
目赤,皮疹
目赤,流鼻涕
目赤,喷嚏
目赤,耳后筋核
目赤,皮肤瘙痒
皮疹,喷嚏
皮疹,耳后筋核
咽痛,喷嚏
咽痛,耳后筋核
咽痛,皮肤瘙痒
咳嗽,喷嚏
咳嗽,耳后筋核
咳嗽,皮肤瘙痒
流鼻涕,喷嚏
流鼻涕,耳后筋核
流鼻涕,皮肤瘙痒
喷嚏,指纹紫
喷嚏,恶寒
喷嚏,耳后筋核
喷嚏,发热
喷嚏,皮肤瘙痒
指纹紫,耳后筋核
指纹紫,皮肤瘙痒
恶寒,耳后筋核
耳后筋核,发热
耳后筋核,皮肤瘙痒
情绪不稳,指纹达气关
皮疹,指纹达气关
喜饮,指纹达气关
喜饮,指纹紫
烦躁,指纹达气关
指纹达气关,尿黄
指纹达气关,便秘
皮疹,唇色红
皮疹,指纹红
皮疹,眼睑红
皮疹,指纹浮
皮疹,畏光
皮疹,鼻塞
皮疹,眼泪汪汪
皮疹,嗜睡
唇色红,指纹红
唇色红,咳嗽
唇色红,流鼻涕
唇色红,喷嚏
唇色红,眼睑红
唇色红,指纹浮
唇色红,恶寒
唇色红,畏光
唇色红,乏力
唇色红,鼻塞
唇色红,眼泪汪汪
唇色红,意识障碍
唇色红,嗜睡
指纹红,喷嚏
指纹红,眼睑红
指纹红,畏光
指纹红,眼泪汪汪
咳嗽,眼睑红
咳嗽,畏光
咳嗽,眼泪汪汪
咳嗽,嗜睡
流鼻涕,眼睑红
流鼻涕,畏光
流鼻涕,尿短
流鼻涕,眼泪汪汪
流鼻涕,意识障碍
流鼻涕,嗜睡
喷嚏,眼睑红
喷嚏,指纹浮
喷嚏,畏光
喷嚏,乏力
喷嚏,尿黄
喷嚏,尿短
喷嚏,鼻塞
喷嚏,眼泪汪汪
喷嚏,意识障碍
喷嚏,嗜睡
眼睑红,指纹浮
眼睑红,恶寒
眼睑红,畏光
眼睑红,乏力
眼睑红,尿黄
眼睑红,尿短
眼睑红,发热
眼睑红,鼻塞
眼睑红,眼泪汪汪
眼睑红,意识障碍
眼睑红,嗜睡
指纹浮,畏光
指纹浮,尿短
指纹浮,眼泪汪汪
恶寒,畏光
恶寒,眼泪汪汪
畏光,乏力
畏光,尿黄
畏光,尿短
畏光,发热
畏光,鼻塞
畏光,眼泪汪汪
畏光,意识障碍
畏光,嗜睡
乏力,眼泪汪汪
尿黄,眼泪汪汪
尿短,鼻塞
尿短,眼泪汪汪
发热,眼泪汪汪
鼻塞,眼泪汪汪
鼻塞,意识障碍
鼻塞,嗜睡
眼泪汪汪,意识障碍
眼泪汪汪,嗜睡
情绪不稳,烦渴
情绪不稳,眵多
情绪不稳,嗜睡
目赤,烦渴
目赤,眵多
目赤,嗜睡
指纹暗,烦渴
指纹暗,咳嗽
指纹暗,眵多
指纹暗,嗜睡
皮疹,烦渴
皮疹,眵多
烦渴,咳嗽
烦渴,烦躁
烦渴,指纹紫
烦渴,眵多
烦渴,嗜睡
咳嗽,眵多
烦躁,眵多
烦躁,嗜睡
指纹紫,眵多
发热,眵多
意识障碍,眵多
眵多,嗜睡
指纹青,皮肤脱屑
指纹青,皮疹
皮肤脱屑,皮疹
胸高,喉中有痰
胸高,皮疹
胸高,鼻翼煽动
胸高,谵语
胸高,咳嗽
胸高,昏迷
胸高,口唇发绀
胸高,抽搐
胸高,意识障碍
呼吸困难,喉中有痰
呼吸困难,皮疹
呼吸困难,谵语
呼吸困难,昏迷
呼吸困难,口唇发绀
呼吸困难,抽搐
喉中有痰,皮疹
喉中有痰,鼻翼煽动
喉中有痰,谵语
喉中有痰,昏迷
喉中有痰,口唇发绀
喉中有痰,发热
喉中有痰,意识障碍
皮疹,鼻翼煽动
鼻翼煽动,谵语
鼻翼煽动,咳嗽
鼻翼煽动,昏迷
鼻翼煽动,口唇发绀
鼻翼煽动,抽搐
谵语,咳嗽
谵语,口唇发绀
咳嗽,口唇发绀
昏迷,口唇发绀
口唇发绀,发热
口唇发绀,意识障碍
不寐,坐卧不安
易惊,头痛
易惊,坐卧不安
易惊,口苦
口渴,发狂
头晕,坐卧不安
头晕,发狂
头痛,坐卧不安
坐卧不安,发狂
坐卧不安,口苦
恶心,吞咽不利
恶心,皮疹
恶心,烦渴
恶心,咽痛
恶心,咽红
恶心,咽肿
吞咽不利,皮疹
吞咽不利,烦渴
吞咽不利,咽红
皮疹,咽红
皮疹,咽肿
烦渴,咽痛
烦渴,头痛
烦渴,咽红
烦渴,咽肿
咽痛,咽红
恶寒,咽红
咽红,咽肿
情绪不稳,咽喉白腐
不喜饮,咽喉白腐
汗出,谵语
汗出,咽喉白腐
汗出,咽肿
谵语,咽喉白腐
谵语,咽肿
昏迷,咽喉白腐
昏迷,咽肿
咽喉白腐,烦躁
咽喉白腐,口渴
咽喉白腐,发热
咽喉白腐,抽搐
咽喉白腐,意识障碍
咽喉白腐,咽肿
抽搐,咽肿
意识障碍,咽肿
咽痛,咽喉糜烂
咽痛,皮肤脱屑
咽痛,纳差
咽喉糜烂,皮肤脱屑
咽喉糜烂,发热
咽喉糜烂,纳差
皮肤脱屑,发热
皮肤脱屑,纳差
皮疹,水痘
咳嗽,水痘
咳嗽,皮肤水疱
流鼻涕,水痘
流鼻涕,皮肤水疱
喷嚏,水痘
喷嚏,头痛
喷嚏,皮肤水疱
水痘,头痛
水痘,指纹紫
水痘,发热
水痘,鼻塞
水痘,皮肤水疱
头痛,皮肤水疱
指纹紫,皮肤水疱
发热,皮肤水疱
鼻塞,皮肤水疱
口疮,皮疹
口疮,水痘
口疮,皮肤水疱
情绪不稳,水痘
情绪不稳,皮肤水疱
指纹暗,水痘
指纹暗,皮肤水疱
唇色红,水痘
唇色红,皮肤水疱
烦躁,水痘
烦躁,皮肤水疱
口渴,水痘
口渴,皮肤水疱
水痘,尿黄
水痘,尿短
尿黄,皮肤水疱
尿短,皮肤水疱
丹毒,皮疹
丹毒,多啼
丹毒,指纹浮
丹毒,皮肤斑块
丹毒,头痛
丹毒,指纹紫
丹毒,尿黄
丹毒,恶寒
丹毒,发热
丹毒,肢体痛
丹毒,便秘
丹毒,抽搐
丹毒,眵多
皮疹,多啼
多啼,指纹浮
多啼,皮肤斑块
多啼,头痛
多啼,指纹紫
多啼,尿黄
多啼,恶寒
多啼,发热
多啼,肢体痛
多啼,便秘
多啼,抽搐
多啼,眵多
指纹浮,皮肤斑块
指纹浮,眵多
皮肤斑块,指纹紫
皮肤斑块,恶寒
皮肤斑块,肢体痛
皮肤斑块,眵多
头痛,眵多
尿黄,眵多
恶寒,眵多
肢体痛,眵多
便秘,眵多
抽搐,眵多
情绪不稳,丹毒
情绪不稳,胸胀
情绪不稳,目瞪
呼吸困难,丹毒
呼吸困难,胸胀
呼吸困难,皮肤斑块
呼吸困难,唇燥
呼吸困难,啼哭
呼吸困难,目瞪
丹毒,指纹暗
丹毒,鼻翼煽动
丹毒,昏迷
丹毒,胸胀
丹毒,烦躁
丹毒,口渴
丹毒,意识障碍
丹毒,唇燥
丹毒,腹胀
丹毒,啼哭
丹毒,目瞪
指纹暗,鼻翼煽动
指纹暗,胸胀
指纹暗,皮肤斑块
指纹暗,唇燥
指纹暗,目瞪
皮疹,胸胀
皮疹,唇燥
皮疹,啼哭
皮疹,目瞪
鼻翼煽动,胸胀
鼻翼煽动,皮肤斑块
鼻翼煽动,指纹紫
鼻翼煽动,唇燥
鼻翼煽动,腹胀
鼻翼煽动,啼哭
鼻翼煽动,目瞪
昏迷,胸胀
昏迷,唇燥
昏迷,啼哭
昏迷,目瞪
胸胀,烦躁
胸胀,皮肤斑块
胸胀,指纹紫
胸胀,意识障碍
胸胀,唇燥
胸胀,啼哭
胸胀,目瞪
烦躁,目瞪
口渴,目瞪
皮肤斑块,唇燥
皮肤斑块,啼哭
皮肤斑块,目瞪
指纹紫,唇燥
指纹紫,目瞪
发热,目瞪
意识障碍,唇燥
意识障碍,啼哭
意识障碍,目瞪
唇燥,腹胀
唇燥,啼哭
唇燥,目瞪
腹胀,啼哭
腹胀,目瞪
啼哭,目瞪
情绪不稳,皮肤坏死
丹毒,皮肤坏死
丹毒,呕吐
指纹暗,皮肤坏死
皮疹,皮肤坏死
皮疹,呕吐
